match_idx	conversation_id	conversation_idx	input_tokens	output_tokens	cached_tokens	ttft_client_ms	itl_client_ms	elapsed_client_ms	ttft_server_ms	srv_preproc_ms	queue_ms	prefill_ms	srv_postproc_ms	gpu_forward_ms	gpu_sample_ms	prefill_host_ms	decode_ms	end_to_end_ms	first_iter	last_iter	kv_blocks_total	kv_blocks_new	kv_blocks_reused	kv_blocks_missed	kv_block_reuse_ratio
274	aa-rwlt-coding-agent-010	35	40352	598	39693	196.545	1.857	1203.302	79.394	29.811	11.690	35.608	2.285				1088.156	1165.265	30429.000	30679.000	42.000	42.000	2482.000	40.000	0.984
275	aa-rwlt-coding-agent-010	36	40941	509	40355	190.856	1.960	1059.353	79.298	30.266	11.653	35.407	1.972				950.454	1027.780	30681.000	30900.000	38.000	38.000	2524.000	36.000	0.986
276	aa-rwlt-coding-agent-010	37	41149	432	40947	178.664	2.014	906.032	70.904	30.662	11.825	26.301	2.116				809.022	877.810	30902.000	31088.000	14.000	14.000	2560.000	12.000	0.995
277	aa-rwlt-coding-agent-010	38	41659	88	41152	177.404	2.261	247.788	73.563	31.207	11.757	28.309	2.290				152.468	223.741	31090.000	31125.000	32.000	32.000	2572.000	32.000	0.988
278	aa-rwlt-coding-agent-010	39	41905	462	41662	169.300	1.728	869.385	70.002	31.419	11.787	24.708	2.088				782.391	850.305	31127.000	31306.000	18.000	18.000	2604.000	16.000	0.994
279	aa-rwlt-coding-agent-010	40	42638	78	41910	181.342	2.725	268.815	83.568	32.277	11.829	37.402	2.060				169.577	251.085	31308.000	31347.000	48.000	48.000	2620.000	46.000	0.983
280	aa-rwlt-coding-agent-010	41	45126	81	42641	218.994	2.764	282.872	124.119	33.440	12.541	75.910	2.228				146.113	268.004	31349.000	31382.000	158.000	158.000	2666.000	156.000	0.945
281	aa-rwlt-coding-agent-010	42	45271	60	45129	170.182	1.335	213.203	75.291	34.167	12.511	26.445	2.168				125.602	198.725	31384.000	31413.000	10.000	10.000	2822.000	8.000	0.997
282	aa-rwlt-coding-agent-010	43	45358	47	45281	172.698	0.945	193.796	77.734	35.687	12.714	27.088	2.245				103.477	178.966	31415.000	31439.000	6.000	6.000	2832.000	4.000	0.999
283	aa-rwlt-coding-agent-010	44	46425	56	45361	199.811	0.866	221.786	103.855	35.115	13.689	53.364	1.687				104.420	206.588	31441.000	31465.000	68.000	68.000	2836.000	66.000	0.977
284	aa-rwlt-coding-agent-010	45	46510	61	46428	172.684	1.396	207.896	77.235	35.338	12.782	26.534	2.581				117.811	192.465	31467.000	31494.000	8.000	8.000	2902.000	6.000	0.998
285	aa-rwlt-coding-agent-010	46	47581	65	46513	198.368	1.216	237.586	101.784	36.003	12.913	50.785	2.083				122.165	221.866	31496.000	31524.000	68.000	68.000	2908.000	66.000	0.978
286	aa-rwlt-coding-agent-010	47	47668	65	47584	173.397	0.912	200.159	77.139	36.309	12.973	25.691	2.166				109.006	183.979	31526.000	31551.000	6.000	6.000	2974.000	6.000	0.998
287	aa-rwlt-coding-agent-010	48	47869	80	47671	176.113	1.792	233.768	79.452	36.843	13.035	27.262	2.312				140.536	217.676	31553.000	31585.000	14.000	14.000	2980.000	12.000	0.996
288	aa-rwlt-coding-agent-010	49	48249	55	47872	178.012	0.544	191.375	80.629	36.996	13.180	28.315	2.138				96.539	175.030	31587.000	31609.000	24.000	24.000	2992.000	24.000	0.992
289	aa-rwlt-coding-agent-010	50	48782	80	48252	186.939	2.680	235.485	90.920	37.690	13.263	37.823	2.144				129.863	218.639	31611.000	31641.000	36.000	36.000	3016.000	34.000	0.989
290	aa-rwlt-coding-agent-010	51	49016	114	48785	180.544	2.517	284.056	84.827	38.160	14.232	29.261	3.174				185.986	267.639	31643.000	31686.000	16.000	16.000	3050.000	14.000	0.995
291	aa-rwlt-coding-agent-010	52	49855	82	49019	199.182	3.785	282.737	95.596	38.526	13.580	41.837	1.653				171.163	265.106	31688.000	31726.000	54.000	54.000	3064.000	52.000	0.983
292	aa-rwlt-coding-agent-010	53	49929	369	49858	178.904	1.838	738.097	81.445	39.216	13.742	26.041	2.446				641.148	720.147	31728.000	31875.000	6.000	6.000	3118.000	4.000	0.999
293	aa-rwlt-coding-agent-010	54	51011	275	49932	209.750	1.882	607.121	109.554	39.925	14.059	53.435	2.135				480.424	587.843	31877.000	31986.000	70.000	70.000	3122.000	68.000	0.979
294	aa-rwlt-coding-agent-010	55	52930	166	51014	228.284	2.281	417.934	128.725	41.695	14.611	69.964	2.455				273.314	399.584	31988.000	32050.000	122.000	122.000	3190.000	120.000	0.964
295	aa-rwlt-coding-agent-010	56	54370	196	52939	216.168	2.103	475.176	116.639	42.274	14.695	57.998	1.672				341.915	456.882	32052.000	32130.000	92.000	92.000	3310.000	90.000	0.974
296	aa-rwlt-coding-agent-010	57	56362	2575	54373	236.689	1.550	4120.698	137.337	43.087	15.093	76.585	2.572				3966.900	4101.665	32132.000	33025.000	126.000	126.000	3400.000	124.000	0.965
297	aa-rwlt-coding-agent-010	58	56549	16384	56367	275.713	14.947	16179.449	90.170	43.369	15.806	28.822	2.173				15983.313	16071.310	33027.000	37136.000	14.000	14.000	3524.000	12.000	0.997
298	aa-rwlt-coding-agent-010	59	58113	83	56554	329.326	1.461	373.475	136.868	44.851	16.957	72.430	2.630				127.183	261.421	37138.000	37167.000	100.000	100.000	3536.000	98.000	0.973
299	aa-rwlt-coding-agent-010	60	58941	213	58116	209.110	2.079	483.919	109.195	45.194	15.733	45.689	2.579				358.569	465.185	37169.000	37250.000	52.000	52.000	3634.000	50.000	0.986
300	aa-rwlt-coding-agent-010	61	59745	66	58944	210.287	0.875	236.853	110.546	45.973	16.072	46.476	2.025				109.297	217.818	37252.000	37277.000	52.000	52.000	3684.000	52.000	0.986
301	aa-rwlt-coding-agent-010	62	60484	739	59748	216.460	1.744	1358.802	110.888	46.501	16.104	45.283	3.000				1226.712	1334.600	37279.000	37554.000	48.000	48.000	3736.000	46.000	0.988
302	aa-rwlt-coding-agent-010	63	61143	169	60487	229.199	1.826	421.289	113.458	48.741	17.098	45.420	2.199				276.541	387.800	37556.000	37618.000	42.000	42.000	3782.000	40.000	0.990
303	aa-rwlt-coding-agent-010	64	62395	289	61147	233.820	1.898	647.832	131.580	50.168	17.191	61.725	2.496				498.089	627.173	37620.000	37732.000	80.000	80.000	3822.000	78.000	0.980
304	aa-rwlt-coding-agent-010	65	62837	957	62398	203.475	1.883	1877.939	102.354	48.660	17.175	33.714	2.805				1757.677	1857.226	37734.000	38130.000	30.000	30.000	3900.000	28.000	0.993
305	aa-rwlt-coding-agent-010	66	63368	121	62840	241.244	2.247	369.661	111.791	48.365	16.846	44.356	2.224				211.978	321.545	38132.000	38180.000	36.000	36.000	3928.000	34.000	0.991
306	aa-rwlt-coding-agent-010	67	64141	342	63375	219.787	1.293	600.351	117.080	49.862	17.253	47.874	2.091				465.064	580.053	38182.000	38286.000	50.000	50.000	3962.000	48.000	0.988
307	aa-rwlt-coding-agent-010	68	64511	1685	64152	209.624	1.666	2921.304	106.371	50.018	17.760	36.634	1.959				2795.212	2899.624	38288.000	38913.000	24.000	24.000	4010.000	22.000	0.995
308	aa-rwlt-coding-agent-010	69	64846	424	64516	260.843	1.229	738.080	103.357	50.219	17.704	32.837	2.597				562.472	663.232	38915.000	39040.000	22.000	22.000	4034.000	20.000	0.995
309	aa-rwlt-coding-agent-010	70	65309	1148	64850	208.363	1.745	2092.849	105.531	51.484	17.562	33.963	2.522				1968.067	2071.076	39042.000	39481.000	30.000	30.000	4054.000	28.000	0.993
310	aa-rwlt-coding-agent-010	71	65936	507	65314	252.482	1.287	829.486	118.971	51.514	17.682	47.309	2.466				662.083	778.588	39483.000	39631.000	40.000	40.000	4084.000	38.000	0.991
311	aa-rwlt-coding-agent-010	72	66489	192	65940	221.450	1.933	467.191	118.384	52.079	17.725	46.204	2.376				329.287	445.295	39633.000	39707.000	36.000	36.000	4122.000	34.000	0.992
312	aa-rwlt-coding-agent-010	73	67138	89	66492	238.112	2.516	313.912	134.242	52.620	19.137	60.106	2.379				160.055	291.918	39709.000	39745.000	44.000	44.000	4156.000	42.000	0.990
313	aa-rwlt-coding-agent-010	74	67954	67	67145	226.628	0.866	252.949	122.593	52.847	17.941	49.680	2.125				110.573	231.041	39747.000	39772.000	52.000	52.000	4198.000	50.000	0.988
314	aa-rwlt-coding-agent-010	75	68686	6113	67959	231.201	1.491	9256.843	126.763	53.578	19.411	51.845	1.929				9106.714	9231.548	39774.000	41794.000	48.000	48.000	4248.000	46.000	0.989
315	aa-rwlt-coding-agent-010	76	68849	64	68697	302.726	1.317	316.230	105.524	54.230	18.826	30.104	2.364				98.849	202.009	41796.000	41818.000	12.000	12.000	4294.000	10.000	0.998
316	aa-rwlt-coding-agent-010	77	69259	90	68850	215.668	2.269	306.707	110.428	55.250	18.300	34.574	2.304				175.576	283.700	41820.000	41859.000	28.000	28.000	4304.000	26.000	0.994
317	aa-rwlt-coding-agent-010	78	69546	127	69262	213.964	1.901	349.212	109.911	55.479	18.363	32.558	3.511				219.948	326.348	41861.000	41910.000	20.000	20.000	4330.000	18.000	0.996
