
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 
Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
"TensorRT-LLM:[Executor] _forward_step 367: 0 ctx reqs, 1 gen reqs",PushPop,288292,786483,1,288292.0,288292.0,288292,288292,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 193: 0 ctx reqs, 1 gen reqs",PushPop,288291,789683,1,288291.0,288291.0,288291,288291,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 179: 0 ctx reqs, 1 gen reqs",PushPop,287780,784973,1,287780.0,287780.0,287780,287780,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 100: 0 ctx reqs, 1 gen reqs",PushPop,287684,776933,1,287684.0,287684.0,287684,287684,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 23: 0 ctx reqs, 1 gen reqs",PushPop,287683,850812,1,287683.0,287683.0,287683,287683,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 132: 0 ctx reqs, 1 gen reqs",PushPop,287588,787653,1,287588.0,287588.0,287588,287588,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 65: 0 ctx reqs, 1 gen reqs",PushPop,287235,776973,1,287235.0,287235.0,287235,287235,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 155: 0 ctx reqs, 1 gen reqs",PushPop,285572,786703,1,285572.0,285572.0,285572,285572,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 303: 0 ctx reqs, 1 gen reqs",PushPop,284484,801593,1,284484.0,284484.0,284484,284484,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 213: 0 ctx reqs, 1 gen reqs",PushPop,284067,808593,1,284067.0,284067.0,284067,284067,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 248: 0 ctx reqs, 1 gen reqs",PushPop,283555,795193,1,283555.0,283555.0,283555,283555,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 307: 0 ctx reqs, 1 gen reqs",PushPop,282564,809383,1,282564.0,282564.0,282564,282564,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 142: 0 ctx reqs, 1 gen reqs",PushPop,282276,791823,1,282276.0,282276.0,282276,282276,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 96: 0 ctx reqs, 1 gen reqs",PushPop,281923,791923,1,281923.0,281923.0,281923,281923,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 331: 0 ctx reqs, 1 gen reqs",PushPop,281187,786103,1,281187.0,281187.0,281187,281187,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 192: 0 ctx reqs, 1 gen reqs",PushPop,280484,803933,1,280484.0,280484.0,280484,280484,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 170: 0 ctx reqs, 1 gen reqs",PushPop,280292,795093,1,280292.0,280292.0,280292,280292,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 241: 0 ctx reqs, 1 gen reqs",PushPop,278851,795003,1,278851.0,278851.0,278851,278851,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 257: 0 ctx reqs, 1 gen reqs",PushPop,275715,808313,1,275715.0,275715.0,275715,275715,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 97: 0 ctx reqs, 1 gen reqs",PushPop,273604,793853,1,273604.0,273604.0,273604,273604,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 86: 0 ctx reqs, 1 gen reqs",PushPop,269988,779553,1,269988.0,269988.0,269988,269988,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 249: 0 ctx reqs, 1 gen reqs",PushPop,269315,806753,1,269315.0,269315.0,269315,269315,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 47: 0 ctx reqs, 1 gen reqs",PushPop,269060,777793,1,269060.0,269060.0,269060,269060,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 78: 0 ctx reqs, 1 gen reqs",PushPop,267812,798933,1,267812.0,267812.0,267812,267812,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 144: 0 ctx reqs, 1 gen reqs",PushPop,267587,787773,1,267587.0,267587.0,267587,267587,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 178: 0 ctx reqs, 1 gen reqs",PushPop,267075,780654,1,267075.0,267075.0,267075,267075,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 228: 0 ctx reqs, 1 gen reqs",PushPop,266819,783343,1,266819.0,266819.0,266819,266819,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 238: 0 ctx reqs, 1 gen reqs",PushPop,265348,789623,1,265348.0,265348.0,265348,265348,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 256: 0 ctx reqs, 1 gen reqs",PushPop,263779,793643,1,263779.0,263779.0,263779,263779,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 102: 0 ctx reqs, 1 gen reqs",PushPop,263683,792093,1,263683.0,263683.0,263683,263683,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 160: 0 ctx reqs, 1 gen reqs",PushPop,261732,788593,1,261732.0,261732.0,261732,261732,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 26: 0 ctx reqs, 1 gen reqs",PushPop,261219,812143,1,261219.0,261219.0,261219,261219,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 259: 0 ctx reqs, 1 gen reqs",PushPop,261091,794232,1,261091.0,261091.0,261091,261091,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 205: 0 ctx reqs, 1 gen reqs",PushPop,260708,796303,1,260708.0,260708.0,260708,260708,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 66: 0 ctx reqs, 1 gen reqs",PushPop,260515,789523,1,260515.0,260515.0,260515,260515,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 10: 0 ctx reqs, 1 gen reqs",PushPop,259363,816423,1,259363.0,259363.0,259363,259363,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 239: 0 ctx reqs, 1 gen reqs",PushPop,259268,787393,1,259268.0,259268.0,259268,259268,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 194: 0 ctx reqs, 1 gen reqs",PushPop,258755,779764,1,258755.0,258755.0,258755,258755,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 143: 0 ctx reqs, 1 gen reqs",PushPop,257988,780983,1,257988.0,257988.0,257988,257988,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 244: 0 ctx reqs, 1 gen reqs",PushPop,257027,804323,1,257027.0,257027.0,257027,257027,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 250: 0 ctx reqs, 1 gen reqs",PushPop,251619,785953,1,251619.0,251619.0,251619,251619,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 29: 0 ctx reqs, 1 gen reqs",PushPop,248835,792153,1,248835.0,248835.0,248835,248835,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 8: 0 ctx reqs, 1 gen reqs",PushPop,248483,773473,1,248483.0,248483.0,248483,248483,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 242: 0 ctx reqs, 1 gen reqs",PushPop,248003,792213,1,248003.0,248003.0,248003,248003,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 3: 0 ctx reqs, 1 gen reqs",PushPop,243363,804252,1,243363.0,243363.0,243363,243363,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 30: 0 ctx reqs, 1 gen reqs",PushPop,228259,810813,1,228259.0,228259.0,228259,228259,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 5: 0 ctx reqs, 1 gen reqs",PushPop,227010,788323,1,227010.0,227010.0,227010,227010,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 236: 0 ctx reqs, 1 gen reqs",PushPop,225411,797263,1,225411.0,225411.0,225411,225411,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 32: 0 ctx reqs, 1 gen reqs",PushPop,219714,801523,1,219714.0,219714.0,219714,219714,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 38: 0 ctx reqs, 1 gen reqs",PushPop,208035,790443,1,208035.0,208035.0,208035,208035,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 14: 0 ctx reqs, 1 gen reqs",PushPop,204130,786233,1,204130.0,204130.0,204130,204130,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 234: 0 ctx reqs, 1 gen reqs",PushPop,203427,780263,1,203427.0,203427.0,203427,203427,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 227: 0 ctx reqs, 1 gen reqs",PushPop,198915,765254,1,198915.0,198915.0,198915,198915,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 60: 0 ctx reqs, 1 gen reqs",PushPop,195203,772824,1,195203.0,195203.0,195203,195203,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 25: 0 ctx reqs, 1 gen reqs",PushPop,194403,792323,1,194403.0,194403.0,194403,194403,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 229: 0 ctx reqs, 1 gen reqs",PushPop,193154,768513,1,193154.0,193154.0,193154,193154,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 226: 0 ctx reqs, 1 gen reqs",PushPop,192130,754554,1,192130.0,192130.0,192130,192130,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 240: 0 ctx reqs, 1 gen reqs",PushPop,191331,780713,1,191331.0,191331.0,191331,191331,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 13: 0 ctx reqs, 1 gen reqs",PushPop,189538,774353,1,189538.0,189538.0,189538,189538,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 61: 0 ctx reqs, 1 gen reqs",PushPop,188674,786343,1,188674.0,188674.0,188674,188674,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 54: 0 ctx reqs, 1 gen reqs",PushPop,186306,781633,1,186306.0,186306.0,186306,186306,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 46: 0 ctx reqs, 1 gen reqs",PushPop,180547,770893,1,180547.0,180547.0,180547,180547,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 28: 0 ctx reqs, 1 gen reqs",PushPop,180130,776584,1,180130.0,180130.0,180130,180130,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 49: 0 ctx reqs, 1 gen reqs",PushPop,179266,774783,1,179266.0,179266.0,179266,179266,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 16: 0 ctx reqs, 1 gen reqs",PushPop,177987,768353,1,177987.0,177987.0,177987,177987,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 17: 0 ctx reqs, 1 gen reqs",PushPop,171906,765824,1,171906.0,171906.0,171906,171906,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 225: 0 ctx reqs, 1 gen reqs",PushPop,166850,762813,1,166850.0,166850.0,166850,166850,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 27: 0 ctx reqs, 1 gen reqs",PushPop,166210,780733,1,166210.0,166210.0,166210,166210,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 4: 0 ctx reqs, 1 gen reqs",PushPop,165538,790563,1,165538.0,165538.0,165538,165538,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 33: 0 ctx reqs, 1 gen reqs",PushPop,163074,775643,1,163074.0,163074.0,163074,163074,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 44: 0 ctx reqs, 1 gen reqs",PushPop,162562,799673,1,162562.0,162562.0,162562,162562,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 15: 0 ctx reqs, 1 gen reqs",PushPop,158978,765763,1,158978.0,158978.0,158978,158978,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 37: 0 ctx reqs, 1 gen reqs",PushPop,157314,776263,1,157314.0,157314.0,157314,157314,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 18: 0 ctx reqs, 1 gen reqs",PushPop,156098,786123,1,156098.0,156098.0,156098,156098,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 39: 0 ctx reqs, 1 gen reqs",PushPop,155362,777693,1,155362.0,155362.0,155362,155362,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 11: 0 ctx reqs, 1 gen reqs",PushPop,154146,783793,1,154146.0,154146.0,154146,154146,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 36: 0 ctx reqs, 1 gen reqs",PushPop,153474,763673,1,153474.0,153474.0,153474,153474,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 40: 0 ctx reqs, 1 gen reqs",PushPop,150498,782103,1,150498.0,150498.0,150498,150498,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 45: 0 ctx reqs, 1 gen reqs",PushPop,149506,767163,1,149506.0,149506.0,149506,149506,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 34: 0 ctx reqs, 1 gen reqs",PushPop,148642,773973,1,148642.0,148642.0,148642,148642,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 12: 0 ctx reqs, 1 gen reqs",PushPop,145794,775803,1,145794.0,145794.0,145794,145794,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 58: 0 ctx reqs, 1 gen reqs",PushPop,144482,783844,1,144482.0,144482.0,144482,144482,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 31: 0 ctx reqs, 1 gen reqs",PushPop,143265,781363,1,143265.0,143265.0,143265,143265,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 55: 0 ctx reqs, 1 gen reqs",PushPop,142978,771013,1,142978.0,142978.0,142978,142978,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 9: 0 ctx reqs, 1 gen reqs",PushPop,140770,758184,1,140770.0,140770.0,140770,140770,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 7: 0 ctx reqs, 1 gen reqs",PushPop,140354,793913,1,140354.0,140354.0,140354,140354,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 35: 0 ctx reqs, 1 gen reqs",PushPop,135106,762553,1,135106.0,135106.0,135106,135106,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 52: 0 ctx reqs, 1 gen reqs",PushPop,133858,770234,1,133858.0,133858.0,133858,133858,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 48: 0 ctx reqs, 1 gen reqs",PushPop,132770,797163,1,132770.0,132770.0,132770,132770,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 57: 0 ctx reqs, 1 gen reqs",PushPop,125058,803533,1,125058.0,125058.0,125058,125058,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 59: 0 ctx reqs, 1 gen reqs",PushPop,124673,779083,1,124673.0,124673.0,124673,124673,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 51: 0 ctx reqs, 1 gen reqs",PushPop,124577,794063,1,124577.0,124577.0,124577,124577,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 56: 0 ctx reqs, 1 gen reqs",PushPop,121826,766713,1,121826.0,121826.0,121826,121826,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 50: 0 ctx reqs, 1 gen reqs",PushPop,120770,771643,1,120770.0,120770.0,120770,120770,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 53: 0 ctx reqs, 1 gen reqs",PushPop,107650,773794,1,107650.0,107650.0,107650,107650,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 24: 0 ctx reqs, 1 gen reqs",PushPop,78977,783793,1,78977.0,78977.0,78977,78977,0.0,13,13.0,1.0,1.0

