match_idx	conversation_id	conversation_idx	input_tokens	output_tokens	cached_tokens	ttft_client_ms	itl_client_ms	elapsed_client_ms	ttft_server_ms	proxy_to_ctx_ms	ctx_preproc_ms	ctx_queue_ms	ctx_prefill_ms	ctx_postproc_ms	relay_hop_ms	gen_preproc_ms	gen_queue_ms	gen_first_decode_ms	gen_postproc_ms	proxy_to_client_ms	kv_transfer_ctx_ms	kv_transfer_gen_ms	ctx_gpu_forward_ms	ctx_gpu_sample_ms	ctx_prefill_host_ms	ctx_decode_ms	gen_decode_ms	end_to_end_ms	kv_cache_mb	kv_transfer_gen_GBps	ctx_first_iter	ctx_last_iter	gen_first_iter	gen_last_iter	ctx_kv_blocks_total	ctx_kv_blocks_new	ctx_kv_blocks_reused	ctx_kv_blocks_missed	ctx_kv_block_reuse_ratio	gen_kv_blocks_total	gen_kv_blocks_new	gen_kv_blocks_reused	gen_kv_blocks_missed	gen_kv_block_reuse_ratio
153	aa-rwlt-coding-agent-051	29	48817	57	48749	291.575	0.510	309.191	205.379	1.857	31.098	13.156	29.347	2.386	10.722	3.851	109.060	6.042	-2.687	0.547		94.815				0.000	87.172	205.379	20.719	0.219	309.000	309.000	17116.000	17136.000	17.000	17.000	1526.000	16.000	0.990	17.000	17.000	1526.000	16.000	0.990
154	aa-rwlt-coding-agent-051	30	49315	60	48817	298.664	0.221	307.111	210.952	1.908	31.495	13.255	32.929	2.430	10.882	3.924	110.968	5.779	-3.103	0.485		95.970				0.000	86.734	210.952	17.062	0.178	311.000	311.000	17139.000	17159.000	14.000	14.000	1542.000	13.000	0.992	14.000	14.000	1542.000	13.000	0.992
155	aa-rwlt-coding-agent-051	31	49752	47	49315	304.672	0.377	312.940	223.252	1.944	32.301	13.355	39.606	2.448	10.978	4.442	114.211	5.816	-2.334	0.485		99.471				0.000	208.412	223.252	28.031	0.282	313.000	313.000	17162.000	17210.000	23.000	23.000	1555.000	22.000	0.986	23.000	23.000	1555.000	22.000	0.986
156	aa-rwlt-coding-agent-051	32	50435	135	49752	315.621	1.788	446.435	225.400	1.995	32.667	13.597	38.794	2.445	11.038	4.078	116.352	6.606	-2.668	0.496		101.108				0.000	219.468	225.400	20.719	0.205	315.000	315.000	17213.000	17263.000	17.000	17.000	1577.000	16.000	0.990	17.000	17.000	1577.000	16.000	0.990
157	aa-rwlt-coding-agent-051	33	50972	141	50435	319.347	1.879	460.577	227.680	2.042	33.343	13.653	39.110	2.451	11.250	3.980	118.820	5.799	-3.255	0.487		103.576				0.000	346.286	227.680	23.156	0.224	317.000	317.000	17266.000	17345.000	19.000	19.000	1593.000	18.000	0.989	19.000	19.000	1593.000	18.000	0.989
158	aa-rwlt-coding-agent-051	34	51536	169	50972	322.939	2.414	590.297	305.774	2.085	34.521	14.603	99.166	2.463	11.757	4.213	132.540	6.013	-2.075	0.488		116.972				0.000	92.337	305.774	109.688	0.938	319.000	319.000	17348.000	17369.000	90.000	90.000	1611.000	89.000	0.948	90.000	90.000	1611.000	89.000	0.948
159	aa-rwlt-coding-agent-051	35	54400	52	51536	400.067	0.433	413.367	231.082	2.110	34.890	14.527	24.959	2.141	11.601	4.394	132.549	6.903	-3.470	0.478		116.760				0.000	732.864	231.082	3.656	0.031	321.000	321.000	17372.000	17537.000	3.000	3.000	1700.000	3.000	0.998	3.000	3.000	1701.000	2.000	0.999
160	aa-rwlt-coding-agent-051	36	54469	360	54400	327.109	2.115	980.888	250.683	2.079	35.623	14.730	41.105	2.183	11.994	4.478	135.368	5.863	-3.292	0.552		119.507				0.000	246.933	250.683	24.375	0.204	323.000	323.000	17540.000	17596.000	20.000	20.000	1703.000	19.000	0.989	20.000	20.000	1703.000	19.000	0.989
161	aa-rwlt-coding-agent-051	37	55080	160	54469	348.643	1.922	516.112	262.722	2.136	37.557	14.691	43.921	3.136	11.975	4.451	140.191	6.205	-2.030	0.489		124.064				0.000	538.072	262.722	36.562	0.295	325.000	325.000	17599.000	17720.000	30.000	30.000	1722.000	29.000	0.983	30.000	30.000	1722.000	29.000	0.983
162	aa-rwlt-coding-agent-051	38	56006	287	55080	357.856	2.039	816.854	365.089	2.248	38.490	15.580	125.282	2.702	12.816	4.854	159.727	5.906	-2.996	0.480		142.644				0.000	88.298	365.089	129.188	0.906	327.000	327.000	17723.000	17743.000	106.000	106.000	1751.000	105.000	0.943	106.000	106.000	1751.000	105.000	0.943
163	aa-rwlt-coding-agent-051	39	59365	51	56006	461.997	0.294	470.797	271.452	2.483	38.830	16.195	27.005	2.705	12.945	4.941	161.318	6.032	-1.498	0.496		143.837				0.000	224.470	271.452	6.094	0.042	329.000	329.000	17746.000	17797.000	5.000	5.000	1856.000	4.000	0.998	5.000	5.000	1856.000	4.000	0.998
164	aa-rwlt-coding-agent-051	40	59491	123	59365	415.792	2.275	561.646	291.081	2.301	39.209	16.162	44.817	2.121	12.799	5.095	164.981	6.302	-3.191	0.485		147.333				0.000	308.466	291.081	29.250	0.199	331.000	331.000	17800.000	17869.000	24.000	24.000	1860.000	23.000	0.988	24.000	24.000	1860.000	23.000	0.988
165	aa-rwlt-coding-agent-051	41	60245	176	59491	389.454	1.873	618.194	277.958	2.305	39.611	15.747	28.953	3.183	13.093	4.654	165.873	6.151	-2.112	0.500		148.524				0.000	214.602	277.958	8.531	0.057	333.000	333.000	17872.000	17920.000	7.000	7.000	1883.000	6.000	0.997	7.000	7.000	1883.000	6.000	0.997
166	aa-rwlt-coding-agent-051	42	60417	116	60245	375.295	1.616	509.753	282.479	2.292	39.842	15.815	34.307	2.646	12.769	4.699	166.487	5.911	-2.777	0.488		148.630				0.000	214.059	282.479	10.969	0.074	335.000	335.000	17923.000	17971.000	9.000	9.000	1889.000	8.000	0.996	9.000	9.000	1889.000	8.000	0.996
167	aa-rwlt-coding-agent-051	43	60679	110	60417	380.818	2.005	515.424	273.689	2.305	39.927	15.719	25.203	2.516	12.717	4.647	166.739	5.948	-2.601	0.569		148.915				0.000	185.933	273.689	3.656	0.025	337.000	337.000	17974.000	18016.000	3.000	3.000	1897.000	2.000	0.999	3.000	3.000	1897.000	2.000	0.999
168	aa-rwlt-coding-agent-051	44	60751	87	60679	370.474	3.050	477.507	275.706	2.286	40.378	15.725	26.502	2.891	12.898	4.759	166.989	5.937	-3.146	0.487		149.390				0.000	88.314	275.706	6.094	0.041	339.000	339.000	18019.000	18039.000	5.000	5.000	1899.000	4.000	0.998	5.000	5.000	1899.000	4.000	0.998
169	aa-rwlt-coding-agent-051	45	60877	54	60751	374.001	0.489	382.669	276.779	2.364	40.751	15.779	25.871	2.489	12.740	4.808	167.596	5.940	-2.078	0.519		148.866				0.000	120.190	276.779	4.875	0.033	341.000	341.000	18042.000	18069.000	4.000	4.000	1903.000	3.000	0.998	4.000	4.000	1903.000	3.000	0.998
170	aa-rwlt-coding-agent-051	46	60964	56	60877	374.890	1.911	415.296	114.398	0.548	5.625	4.055	84.850	2.106	3.345	1.063	10.146	5.409	-3.236	0.487		4.739				0.000	635.764	114.398	302.250	63.779	343.000	343.000	18072.000	18222.000	248.000	248.000	64.000	247.000	0.206	248.000	248.000	64.000	247.000	0.206
171	aa-rwlt-coding-agent-073	0	9944	388	2028	198.009	1.707	758.247	52.044	0.620	6.078	3.790	22.706	1.938	3.408	1.082	9.368	5.553	-2.989	0.490		4.006				0.000	90.990	52.044	17.062	4.259	345.000	345.000	18225.000	18247.000	14.000	14.000	311.000	13.000	0.960	14.000	14.000	311.000	13.000	0.960
172	aa-rwlt-coding-agent-073	1	10365	45	9944	134.548	1.141	150.820	74.696	0.642	7.364	4.214	41.897	2.394	3.792	1.269	10.100	5.531	-3.031	0.524		4.678				0.000	117.727	74.696	90.188	19.279	347.000	347.000	18250.000	18278.000	74.000	74.000	311.000	73.000	0.810	74.000	74.000	311.000	73.000	0.810
173	aa-rwlt-coding-agent-073	2	12288	75	9944	158.539	1.903	200.694	67.215	0.656	8.162	4.505	32.084	2.163	4.056	1.315	11.101	5.484	-2.682	0.371		5.309				0.000	1100.736	67.215	51.188	9.642	349.000	349.000	18281.000	18541.000	42.000	42.000	384.000	42.000	0.901	42.000	42.000	385.000	41.000	0.904
174	aa-rwlt-coding-agent-073	3	13603	642	12288	151.982	1.762	1176.327	73.979	1.201	8.936	4.900	35.864	2.189	4.294	1.392	12.214	5.529	-3.028	0.488		5.888				0.000	1519.621	73.979	40.219	6.831	351.000	351.000	18544.000	18904.000	33.000	33.000	426.000	32.000	0.930	33.000	33.000	426.000	32.000	0.930
175	aa-rwlt-coding-agent-073	4	14656	897	13603	158.873	1.731	1602.537	61.783	0.954	9.381	4.957	22.736	2.294	4.322	1.397	12.822	5.561	-3.123	0.482		5.948				0.000	131.459	61.783	18.281	3.074	353.000	353.000	18907.000	18938.000	15.000	15.000	458.000	15.000	0.968	15.000	15.000	459.000	14.000	0.970
176	aa-rwlt-coding-agent-073	5	15125	65	14656	147.557	4.221	202.713	105.637	0.763	9.716	4.875	65.083	2.499	4.367	1.469	12.908	5.873	-2.445	0.529		5.911				0.000	126.435	105.637	180.375	30.515	355.000	355.000	18941.000	18971.000	148.000	148.000	324.000	148.000	0.686	148.000	148.000	324.000	148.000	0.686
177	aa-rwlt-coding-agent-073	6	15089	86	10365	189.952	0.916	240.599	86.184	0.829	11.163	5.324	43.966	1.986	4.560	1.536	13.738	8.970	-6.368	0.480		7.110				0.000	90.139	86.184	59.719	8.399	357.000	357.000	18974.000	18996.000	48.000	48.000	473.000	48.000	0.908	49.000	49.000	473.000	48.000	0.908
178	aa-rwlt-coding-agent-073	7	16666	57	15125	172.656	0.545	189.352	66.666	0.914	11.555	5.276	22.972	2.318	4.636	1.672	13.774	5.915	-2.752	0.386		7.049				0.000	373.508	66.666	7.312	1.037	359.000	359.000	18999.000	19087.000	6.000	6.000	521.000	5.000	0.990	6.000	6.000	521.000	5.000	0.990
179	aa-rwlt-coding-agent-073	8	16821	198	16666	151.840	2.027	450.197	65.826	0.974	11.897	5.247	22.742	2.198	4.714	1.577	13.709	5.545	-3.278	0.501		6.679				0.000	167.425	65.826	8.531	1.277	361.000	361.000	19090.000	19130.000	7.000	7.000	526.000	6.000	0.989	7.000	7.000	526.000	6.000	0.989
180	aa-rwlt-coding-agent-073	9	17001	87	16821	151.211	4.489	243.478	65.675	0.961	12.288	5.401	22.336	2.380	4.666	1.616	13.332	5.488	-3.282	0.489		6.674				0.000	158.818	65.675	4.875	0.730	363.000	363.000	19133.000	19170.000	4.000	4.000	532.000	3.000	0.994	4.000	4.000	532.000	3.000	0.994
181	aa-rwlt-coding-agent-073	10	17096	89	17001	151.802	1.327	242.341	70.324	0.970	12.841	5.466	25.121	2.111	4.820	1.637	14.467	5.559	-3.212	0.544		7.400				0.000	407.139	70.324	24.375	3.294	365.000	365.000	19173.000	19268.000	20.000	20.000	535.000	19.000	0.966	20.000	20.000	535.000	19.000	0.966
182	aa-rwlt-coding-agent-073	11	17717	244	17096	162.897	1.840	488.826	70.881	1.031	13.339	5.827	23.544	2.098	4.875	1.722	15.383	5.549	-2.981	0.494		7.879				0.000	169.233	70.881	15.844	2.011	367.000	367.000	19271.000	19311.000	13.000	13.000	554.000	12.000	0.979	13.000	13.000	554.000	12.000	0.979
183	aa-rwlt-coding-agent-073	12	18091	106	17717	158.173	2.054	250.906	70.290	1.017	13.631	5.721	22.937	2.158	4.940	1.743	15.267	5.575	-3.178	0.479		7.877				0.000	67.499	70.290	8.531	1.083	369.000	369.000	19314.000	19330.000	7.000	7.000	566.000	6.000	0.990	7.000	7.000	566.000	6.000	0.990
184	aa-rwlt-coding-agent-073	13	18282	46	18091	148.868	0.008	149.326	77.086	1.071	14.238	5.821	26.410	2.675	5.134	1.789	16.191	5.553	-2.280	0.484		8.586				0.000	88.188	77.086	26.812	3.123	371.000	371.000	19333.000	19353.000	22.000	22.000	572.000	21.000	0.965	22.000	22.000	572.000	21.000	0.965
185	aa-rwlt-coding-agent-073	14	18974	53	18282	167.151	0.314	175.665	88.738	1.099	15.123	6.286	35.379	2.145	5.393	1.857	18.465	5.814	-3.397	0.574		10.608				0.000	126.344	88.738	47.531	4.481	373.000	373.000	19356.000	19386.000	40.000	40.000	593.000	39.000	0.938	39.000	39.000	594.000	38.000	0.940
186	aa-rwlt-coding-agent-073	15	20205	89	18974	176.361	1.144	226.983	78.683	1.136	15.625	6.224	23.404	2.534	5.468	1.956	18.943	5.419	-2.547	0.521		10.803				0.000	105.760	78.683	13.406	1.241	375.000	375.000	19389.000	19414.000	11.000	11.000	632.000	10.000	0.984	11.000	11.000	632.000	10.000	0.984
187	aa-rwlt-coding-agent-073	16	20517	67	20205	166.539	1.316	195.873	81.001	1.244	16.119	6.546	25.038	2.311	5.559	1.976	19.350	5.572	-3.198	0.484		11.033				0.000	97.245	81.001	4.875	0.442	377.000	377.000	19417.000	19440.000	4.000	4.000	642.000	3.000	0.995	4.000	4.000	642.000	3.000	0.995
188	aa-rwlt-coding-agent-073	17	20622	56	20517	168.977	1.043	190.200	79.611	1.181	16.410	6.508	22.423	2.461	5.508	2.014	19.372	5.713	-2.467	0.488		11.012				0.000	122.570	79.611	3.656	0.332	379.000	379.000	19443.000	19472.000	3.000	3.000	645.000	2.000	0.997	3.000	3.000	645.000	2.000	0.997
189	aa-rwlt-coding-agent-073	18	20694	72	20622	167.405	2.100	213.902	82.144	1.229	16.658	6.697	24.802	2.567	5.623	1.965	19.601	5.607	-3.109	0.504		11.447				0.000	94.947	82.144	14.625	1.278	381.000	381.000	19475.000	19497.000	12.000	12.000	647.000	11.000	0.983	12.000	12.000	647.000	11.000	0.983
190	aa-rwlt-coding-agent-073	19	21054	55	20694	172.453	0.505	189.486	88.906	1.229	17.065	6.577	28.450	3.356	5.564	2.026	19.560	5.856	-1.262	0.485		11.427				0.000	102.280	88.906	3.656	0.320	383.000	383.000	19500.000	19524.000	4.000	4.000	658.000	3.000	0.995	3.000	3.000	659.000	2.000	0.997
191	aa-rwlt-coding-agent-073	20	21131	68	21054	176.412	0.721	202.061	99.491	1.327	17.978	7.089	37.934	2.145	5.871	2.182	21.999	5.661	-3.186	0.491		13.721				0.000	1351.466	99.491	51.188	3.731	385.000	385.000	19527.000	19844.000	42.000	42.000	661.000	41.000	0.942	42.000	42.000	661.000	41.000	0.942
192	aa-rwlt-coding-agent-073	21	22453	735	21131	188.670	1.887	1464.806	88.741	1.595	18.518	7.318	23.996	2.573	5.997	2.191	23.010	6.446	-3.256	0.353		14.141				0.000	1180.804	88.741	19.500	1.379	387.000	387.000	19847.000	20123.000	16.000	16.000	702.000	15.000	0.979	16.000	16.000	702.000	15.000	0.979
193	aa-rwlt-coding-agent-073	22	22918	683	22453	178.532	1.782	1283.463	110.033	1.641	19.460	7.508	40.637	2.520	6.455	2.285	25.714	5.670	-2.261	0.404		16.688				0.000	81.356	110.033	57.281	3.432	389.000	389.000	20126.000	20145.000	47.000	47.000	717.000	46.000	0.940	47.000	47.000	717.000	46.000	0.940
194	aa-rwlt-coding-agent-073	23	24415	62	22918	199.796	0.087	203.727	93.269	1.329	20.008	7.468	24.580	2.585	6.215	2.384	25.701	5.607	-3.102	0.494		16.658				0.000	81.243	93.269	12.188	0.732	391.000	391.000	20148.000	20167.000	11.000	11.000	763.000	10.000	0.987	10.000	10.000	764.000	9.000	0.988
195	aa-rwlt-coding-agent-073	24	24715	54	24415	184.525	0.004	188.348	120.204	1.347	20.819	7.864	45.791	2.531	6.751	2.571	28.859	6.084	-2.971	0.558		19.118				0.000	1204.598	120.204	53.625	2.805	393.000	393.000	20170.000	20451.000	44.000	44.000	773.000	43.000	0.947	44.000	44.000	773.000	43.000	0.947
196	aa-rwlt-coding-agent-073	25	26106	679	24715	212.006	1.850	1338.948	261.486	1.869	21.392	8.102	181.455	2.653	7.061	2.525	33.335	5.703	-3.087	0.478		23.466				0.000	1164.748	261.486	470.438	20.048	395.000	395.000	20454.000	20726.000	385.000	385.000	472.000	385.000	0.551	386.000	386.000	472.000	385.000	0.551
197	aa-rwlt-coding-agent-073	26	27411	647	15089	352.404	1.866	1440.643	112.574	1.586	22.255	8.668	29.564	2.563	7.147	2.759	34.164	5.738	-2.372	0.502		24.112				0.000	552.858	112.574	23.156	0.960	397.000	397.000	20729.000	20858.000	19.000	19.000	857.000	18.000	0.979	19.000	19.000	857.000	18.000	0.979
198	aa-rwlt-coding-agent-073	27	28000	319	27411	203.988	1.847	679.072	167.680	1.655	23.987	8.999	74.516	2.719	7.353	2.735	42.585	5.677	-3.041	0.495		31.708				0.000	625.433	167.680	120.656	3.805	399.000	399.000	20861.000	21007.000	99.000	99.000	875.000	99.000	0.898	99.000	99.000	876.000	98.000	0.899
199	aa-rwlt-coding-agent-073	28	31161	343	28000	260.789	2.005	808.480	215.309	1.647	24.847	9.245	109.564	2.435	7.830	2.841	53.103	5.752	-2.444	0.489		32.783				0.000	129.114	215.309	209.625	6.394	401.000	401.000	21010.000	21040.000	171.000	171.000	816.000	171.000	0.827	172.000	172.000	816.000	171.000	0.827
200	aa-rwlt-coding-agent-073	29	31561	70	26106	307.457	2.430	358.840	141.703	1.645	26.097	9.364	42.978	2.588	7.798	2.824	45.342	5.682	-3.187	0.572		34.243				0.000	354.398	141.703	48.750	1.424	403.000	403.000	21043.000	21126.000	39.000	39.000	974.000	39.000	0.962	40.000	40.000	974.000	39.000	0.962
201	aa-rwlt-coding-agent-073	30	32395	242	31161	235.038	1.705	511.603	152.157	1.700	26.802	9.327	45.535	2.503	7.853	3.122	46.324	6.517	1.968	0.506		34.831				0.000	68.613	152.157	43.875	1.260	405.000	405.000	21129.000	21145.000	35.000	35.000	987.000	35.000	0.966	36.000	36.000	987.000	35.000	0.966
202	aa-rwlt-coding-agent-073	31	32685	48	31561	231.559	0.005	231.923	130.351	1.711	27.104	9.277	27.721	2.575	8.013	2.933	47.042	6.510	-3.023	0.488		35.252				0.000	159.356	130.351	4.875	0.138	407.000	407.000	21148.000	21185.000	4.000	4.000	1022.000	3.000	0.997	4.000	4.000	1022.000	3.000	0.997
203	aa-rwlt-coding-agent-073	32	32785	88	32685	223.306	2.350	305.854	128.839	1.702	26.167	9.475	24.702	3.145	8.087	2.942	47.845	6.514	-2.233	0.493		36.129				0.000	154.319	128.839	10.969	0.304	409.000	409.000	21188.000	21224.000	9.000	9.000	1025.000	8.000	0.992	9.000	9.000	1025.000	8.000	0.992
204	aa-rwlt-coding-agent-073	33	33032	97	32785	221.115	2.350	298.902	129.416	1.760	26.449	9.550	26.470	2.450	7.934	2.988	48.606	5.564	-2.853	0.498		37.076				0.000	151.034	129.416	10.969	0.296	411.000	411.000	21227.000	21262.000	9.000	9.000	1033.000	8.000	0.992	9.000	9.000	1033.000	8.000	0.992
205	aa-rwlt-coding-agent-073	34	33304	92	33032	222.981	2.292	296.556	129.163	1.778	26.874	9.566	24.005	2.314	7.920	2.951	48.227	7.920	-2.876	0.484		36.752				0.000	136.787	129.163	6.094	0.166	413.000	413.000	21265.000	21297.000	5.000	5.000	1041.000	4.000	0.996	5.000	5.000	1041.000	4.000	0.996
206	aa-rwlt-coding-agent-073	35	33419	82	33304	221.827	2.321	282.433	128.929	1.778	27.449	9.442	24.032	2.542	7.912	2.958	48.825	6.488	-3.007	0.510		37.028				0.000	219.350	128.929	4.875	0.132	415.000	415.000	21300.000	21351.000	4.000	4.000	1045.000	3.000	0.997	4.000	4.000	1045.000	3.000	0.997
207	aa-rwlt-coding-agent-073	36	33533	121	33419	222.796	2.050	364.596	127.124	1.776	27.761	9.475	22.578	2.539	7.957	2.960	48.970	5.761	-3.166	0.513		37.318				0.000	202.246	127.124	3.656	0.098	417.000	417.000	21354.000	21401.000	4.000	4.000	1048.000	3.000	0.997	3.000	3.000	1048.000	3.000	0.997
208	aa-rwlt-coding-agent-073	37	33622	131	33533	220.873	2.017	346.303	133.640	1.786	28.418	9.770	25.018	2.367	8.209	2.988	50.658	6.069	-2.204	0.561		38.470				0.000	373.008	133.640	14.625	0.380	419.000	419.000	21404.000	21491.000	12.000	12.000	1051.000	11.000	0.990	12.000	12.000	1051.000	11.000	0.990
209	aa-rwlt-coding-agent-073	38	33955	235	33622	227.433	1.679	523.282	136.238	1.965	28.667	10.060	25.033	2.926	8.294	3.164	51.611	5.736	-1.773	0.555		39.540				0.000	77.748	136.238	9.750	0.247	421.000	421.000	21494.000	21512.000	8.000	8.000	1062.000	7.000	0.993	8.000	8.000	1062.000	7.000	0.993
210	aa-rwlt-coding-agent-073	39	34186	49	33955	229.623	0.009	230.085	133.282	1.871	28.709	9.675	23.541	2.428	8.150	3.088	51.874	6.130	-2.701	0.517		39.724				0.000	430.562	133.282	7.312	0.184	423.000	423.000	21515.000	21615.000	6.000	6.000	1069.000	5.000	0.995	6.000	6.000	1069.000	5.000	0.995
211	aa-rwlt-coding-agent-073	40	34345	271	34186	227.277	1.713	580.529	136.344	1.878	29.176	9.688	24.207	2.533	8.235	3.071	53.299	6.706	-2.936	0.487		41.176				0.000	82.023	136.344	12.188	0.296	425.000	425.000	21618.000	21637.000	10.000	10.000	1074.000	9.000	0.992	10.000	10.000	1074.000	9.000	0.992
212	aa-rwlt-coding-agent-073	41	34639	52	34345	231.163	0.138	235.740	135.277	1.864	29.419	9.570	23.655	2.351	8.205	3.026	53.407	6.042	-2.768	0.506		41.177				0.000	231.332	135.277	4.875	0.118	427.000	427.000	21640.000	21694.000	4.000	4.000	1083.000	3.000	0.997	4.000	4.000	1083.000	3.000	0.997
213	aa-rwlt-coding-agent-073	42	34738	136	34639	229.820	1.690	383.934	135.646	1.799	29.630	9.787	24.293	2.682	8.187	3.112	52.411	5.759	-2.530	0.516		40.857				0.000	708.206	135.646	7.312	0.179	429.000	429.000	21697.000	21862.000	6.000	6.000	1086.000	5.000	0.995	6.000	6.000	1086.000	5.000	0.995
214	aa-rwlt-coding-agent-073	43	34908	425	34738	230.443	1.719	861.547	138.215	1.933	30.113	9.840	23.591	2.471	8.324	3.196	54.975	6.078	-2.799	0.493		42.789				0.000	154.613	138.215	13.406	0.313	431.000	431.000	21865.000	21901.000	12.000	12.000	1091.000	11.000	0.990	11.000	11.000	1091.000	11.000	0.990
215	aa-rwlt-coding-agent-073	44	35239	91	34908	233.423	3.118	311.625	215.722	1.993	31.073	10.396	95.706	2.529	8.611	3.303	58.760	5.646	-2.778	0.483		46.536				0.000	103.275	215.722	164.531	3.536	433.000	433.000	21904.000	21928.000	134.000	134.000	1013.000	134.000	0.883	135.000	135.000	1013.000	134.000	0.883
216	aa-rwlt-coding-agent-073	45	36684	73	32395	310.785	0.549	336.914	186.821	2.044	31.613	10.331	62.771	3.148	8.709	3.363	60.966	6.215	-2.834	0.495		48.406				0.000	99.435	186.821	73.125	1.511	435.000	435.000	21931.000	21954.000	59.000	59.000	1102.000	59.000	0.949	60.000	60.000	1102.000	59.000	0.949
217	aa-rwlt-coding-agent-073	46	37142	66	35239	282.751	0.530	304.332	149.323	2.035	33.237	10.343	25.990	2.144	8.720	3.313	60.406	5.761	-3.154	0.528		48.240				0.000	108.828	149.323	10.969	0.227	437.000	437.000	21957.000	21982.000	9.000	9.000	1161.000	8.000	0.993	9.000	9.000	1161.000	8.000	0.993
218	aa-rwlt-coding-agent-073	47	37397	68	37142	246.728	0.890	277.354	181.114	2.080	34.595	10.933	49.017	3.037	8.995	3.461	65.146	5.728	-2.363	0.485		52.672				0.000	223.767	181.114	54.844	1.041	439.000	439.000	21985.000	22036.000	45.000	45.000	1169.000	44.000	0.964	45.000	45.000	1169.000	44.000	0.964
219	aa-rwlt-coding-agent-073	48	38805	172	37397	277.613	1.108	423.064	159.370	2.129	33.449	10.865	27.082	2.331	9.019	3.489	67.667	5.863	-3.021	0.497		55.004				0.000	154.287	159.370	20.719	0.377	441.000	441.000	22039.000	22075.000	17.000	17.000	1213.000	16.000	0.987	17.000	17.000	1213.000	16.000	0.987
220	aa-rwlt-coding-agent-073	49	39300	87	38805	256.963	1.583	333.243	343.792	2.268	36.945	12.196	180.011	2.903	10.233	3.802	91.098	6.115	-2.249	0.470		76.824				0.000	210.286	343.792	314.438	4.093	443.000	443.000	22078.000	22126.000	257.000	257.000	1147.000	257.000	0.817	258.000	258.000	1147.000	257.000	0.817
221	aa-rwlt-coding-agent-073	50	44903	119	36684	441.373	1.532	573.396	312.557	2.365	37.625	14.575	142.775	2.259	10.347	3.966	94.481	6.472	-2.778	0.470		79.611				0.000	64.412	312.557	234.000	2.939	445.000	445.000	22129.000	22144.000	191.000	191.000	1229.000	191.000	0.865	192.000	192.000	1229.000	191.000	0.865
222	aa-rwlt-coding-agent-073	51	45427	43	39300	396.833	0.005	397.181	198.969	2.382	37.982	12.745	28.134	3.172	11.718	4.149	94.455	6.317	-2.554	0.469		79.839				0.000	281.913	198.969	18.281	0.229	447.000	447.000	22147.000	22211.000	15.000	15.000	1420.000	14.000	0.990	15.000	15.000	1420.000	14.000	0.990
223	aa-rwlt-coding-agent-073	52	45861	209	45427	298.134	1.413	500.593	209.657	2.368	38.954	12.751	28.928	2.608	17.804	4.241	96.377	6.432	-1.296	0.490		81.684				0.000	281.786	209.657	19.500	0.239	449.000	449.000	22214.000	22278.000	16.000	16.000	1434.000	15.000	0.990	16.000	16.000	1434.000	15.000	0.990
224	aa-rwlt-coding-agent-073	53	46352	151	45861	307.837	2.249	510.520	206.724	2.380	39.217	12.702	28.512	2.324	15.981	4.244	97.266	6.302	-2.687	0.483		82.314				0.000	119.916	206.724	10.969	0.133	451.000	451.000	22281.000	22308.000	9.000	9.000	1449.000	8.000	0.995	9.000	9.000	1449.000	8.000	0.995
225	aa-rwlt-coding-agent-073	54	46606	70	46352	307.007	0.777	346.956	199.264	2.387	39.377	12.456	25.219	2.909	10.407	4.051	98.193	6.492	-2.594	0.367		83.547				0.000	237.452	199.264	7.312	0.088	453.000	453.000	22311.000	22365.000	6.000	6.000	1457.000	5.000	0.997	6.000	6.000	1457.000	5.000	0.997
226	aa-rwlt-coding-agent-073	55	46763	137	46606	298.273	1.914	457.461	229.478	2.490	40.076	13.027	51.120	2.681	10.524	3.971	102.127	5.748	-2.770	0.484		87.207				0.000	258.916	229.478	41.438	0.475	455.000	455.000	22368.000	22427.000	34.000	34.000	1462.000	33.000	0.978	34.000	34.000	1462.000	33.000	0.978
227	aa-rwlt-coding-agent-073	56	47829	154	46763	329.845	2.108	509.341	268.855	2.495	40.019	13.171	89.869	2.305	10.636	4.001	102.754	5.856	-2.734	0.483		87.772				0.000	258.474	268.855	114.562	1.305	457.000	457.000	22430.000	22488.000	93.000	93.000	1404.000	93.000	0.938	94.000	94.000	1404.000	93.000	0.938
228	aa-rwlt-coding-agent-073	57	47902	168	44903	370.467	1.390	548.788	226.210	2.514	41.146	13.451	41.273	2.945	10.850	4.103	106.010	6.176	-2.783	0.525		90.958				0.000	483.400	226.210	35.344	0.389	459.000	459.000	22491.000	22600.000	28.000	28.000	1495.000	28.000	0.982	29.000	29.000	1495.000	28.000	0.982
229	aa-rwlt-coding-agent-073	58	48717	259	47829	326.558	2.021	731.091	214.876	2.607	42.918	13.353	27.255	2.471	11.029	4.146	107.415	5.762	-2.567	0.487		92.302				0.000	319.757	214.876	13.406	0.145	461.000	461.000	22603.000	22676.000	11.000	11.000	1523.000	10.000	0.993	11.000	11.000	1523.000	10.000	0.993
230	aa-rwlt-coding-agent-073	59	49036	234	48717	314.916	1.255	556.334	210.370	2.570	41.752	13.248	23.276	2.534	10.842	4.102	108.411	5.889	-2.740	0.486		93.105				0.000	255.910	210.370	4.875	0.052	463.000	463.000	22679.000	22737.000	4.000	4.000	1533.000	3.000	0.998	4.000	4.000	1533.000	3.000	0.998
